Name	GR
YGR076C	0.230
YBR189W	0.230
YPL268W	0.230
YLR048W	0.230
YPR139C	0.229
YGR102C	0.228
YNL133C	0.228
YKR082W	0.227
YGL038C	0.226
YGR056W	0.226
YJL075C	0.225
YML036W	0.224
YLL006W	0.223
YCL010C	0.223
YDR114C	0.223
YAL047C	0.223
YBR097W	0.223
YBR130C	0.223
YFL016C	0.222
YOL115W	0.222
YGL246C	0.221
YNL302C	0.221
YGR159C	0.221
YKL155C	0.221
YFR001W	0.221
YHR079C	0.220
YBL093C	0.220
YMR014W	0.220
YGL058W	0.219
YJL176C	0.218
YPL173W	0.218
YDL006W	0.217
YER177W	0.217
YIR026C	0.217
YEL044W	0.217
YKR024C	0.217
YJL189W	0.215
YDL075W	0.214
YDL047W	0.213
YPR131C	0.212
YHR029C	0.211
YDR290W	0.211
YKL143W	0.211
YOL086C	0.210
YBR119W	0.209
YBR279W	0.209
YGR160W	0.208
YGL240W	0.208
YGR252W	0.206
YGL206C	0.205
YKL080W	0.205
YHR183W	0.205
YBR289W	0.204
YNR023W	0.203
YKL119C	0.203
YGR155W	0.200
YGL071W	0.199
YGR105W	0.198
YDR138W	0.197
YDR377W	0.196
YBR127C	0.195
YDR173C	0.194
YER068W	0.193
YGR262C	0.193
YLR114C	0.192
YKL114C	0.191
YGL135W	0.190
YDR226W	0.190
YJL127C	0.189
YOR211C	0.181
YGR238C	0.178
YCR053W	0.177
YNL225C	0.173
YPL213W	0.173
YGL066W	0.169
YDL185W	0.169
YLR242C	0.163
YJL056C	0.161
YGR020C	0.160
YLR240W	0.159
YDR195W	0.159
YMR105C	0.156
YJL188C	0.155
YMR070W	0.154
YBR035C	0.152
YGL070C	0.148
YPR043W	0.146
YDR176W	0.144
YHL025W	0.140
YDR115W	0.134
YJL175W	0.128
YPL031C	0.128
YPL129W	0.124
YER056C-A	0.116
YCR028C	0.113
YDR127W	0.109
YDR300C	0.098
YBR018C	0.096
YER058W	0.087
YOL143C	0.036
YBR019C	0.023
